ID,gds,title,description,type,pubmed_id,gpl,platform_organism,platform_technology_type,feature_count,sample_organism,sample_type,channel_count,sample_count,value_type,gse,order,update_date,
3302,GDS4414,Amyloid Precursor Protein APP family members: adult prefrontal cortex,"Analysis of prefrontal cortex of adult wild-type, APP knockout, APLP2 knockout, and APPsα knockin (solely expressing the secreted APPsα ectodomain) males. β-amyloid accumulation is a key trigger for Alzheimer's disease. Results provide insight into physiological functions of APP family members.",Expression profiling by array,21435241,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,0,15,transformed count,GSE25926,none,3/12/13,
3303,GDS4416,Bacterial cell wall component MDP effect on HEK293 cells expressing Crohn's disease-associated NOD2 variant L1007fsinsC receptor: time course,Temporal analysis of HEK293 cells stably-expressing wildtype NOD2 receptor or variant NOD2L1007fsinsC and treated with muramyl dipeptide (MDP). MDP-induced NOD2 activation induces inflammatory and antibacterial factors. Results provide insight into molecular basis of NOD2-mediated immune response.,Expression profiling by array,21335489,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,0,27,count,GSE22611,none,3/11/13,
3304,GDS4417,Inhaled corticotherapy effect on allergic asthma: bronchial biopsies,Analysis of bronchial biopsies from allergic asthma (AA) subjects following inhaled corticosteroids (ICS) therapy. ICS represent potent anti-inflammatory controller medications for the treatment of asthma. Results provide insight into molecular mechanisms underlying the pathophysiology of AA.,Expression profiling by array,15038835,GPL8300,Homo sapiens,in situ oligonucleotide,12625,Homo sapiens,RNA,0,12,count,GSE15823,none,3/11/13,
3305,GDS4418,Allergic asthma: bronchial biopsies,"Analysis of bronchial biopsies from allergic asthma (AA) subjects.  These results, together with those from GDS4417 (a study with similar specimen collection procedures, but different subjects, GeneChips, data processing), provide insight into molecular mechanisms underlying AA pathophysiology.",Expression profiling by array,19842841,GPL96,Homo sapiens,in situ oligonucleotide,22283,Homo sapiens,RNA,0,8,transformed count,GSE41649,none,3/11/13,
3306,GDS4419,Alveolar macrophage response to bacterial endotoxin lipopolysaccharide exposure in vivo,Analysis of alveolar macrophages purified from bilateral bronchoalveolar lavage after saline instillation into a lung segment followed by LPS instillation into the contralateral lung. Results provide insight into innate immune pathways activated in alveolar macrophages exposed to LPS in vivo.,Expression profiling by array,22952057,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,0,14,count,GSE40885,none,3/11/13,
3307,GDS4420,Stem cell factor effect on bone marrow-derived mast cells,Analysis of bone marrow-derived mast cells (MC) treated with interleukin 3 (IL3) or IL3 + stem cell factor (SCF). MCs chronically exposed to SCF have a greatly reduced capacity to degranulate and to generate cytokines in response to antigen. Results provide insight into role of SCF in MC activation.,Expression profiling by array,22529299,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,0,12,count,GSE35332,none,3/11/13,
3308,GDS4421,Dendritic cell responses to proinflammatory TNF cytokine or pathogenic Trypanosoma brucei antigens,"Analysis of dendritic cells (DCs) treated with TNFa cytokine or T. brucei-derived, variant-specific surface glycoproteins (AnTat1.1 mfVSG or MiTat1.5 sVSG). Results provide insight into the partial maturation signatures of the differentially stimulated DCs.",Expression profiling by array,21928284,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,0,5,transformed count,GSE28231,none,3/11/13,
3309,GDS4422,Interleukin-25-induced pulmonary inflammation model: Type 2 myeloid cells and other inflammatory subsets,Analysis of inflammatory cell types from lungs of 4get females that received daily intra-tracheal injections of IL-25 for 4 days to induce antigen-independent type 2 inflammation. Results provide insight into role of IL-25 and its receptor in innate and adaptive pulmonary type 2 immune responses.,Expression profiling by array,22543263,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,0,9,transformed count,GSE36392,none,3/11/13,
3310,GDS4423,Lung epithelium response to fungal allergen Alternaria,"Analysis of bronchial brushings of lung epithelium from C57BL/6 females after Alternaria challenge. Alternaria allergen is associated with severe asthma, including life-threatening exacerbations. Results provide insight into the molecular basis of the acute innate airway response to Alternaria.",Expression profiling by array,22327070,GPL6246,Mus musculus,in situ oligonucleotide,35557,Mus musculus,RNA,0,6,count,GSE34764,none,3/11/13,
3311,GDS4424,Acute Picornavirus-induced exacerbation in asthmatic children: nasal lavage cells,Analysis of paired nasal lavage samples obtained from asthmatic children during an acute Picornavirus-induced asthma exacerbation in vivo and 7-14 days later. Severe episodes can be life-threatening. Results provide insight into molecular mechanisms underlying virus-induced asthma exacerbations.,Expression profiling by array,22112518,GPL6244,Homo sapiens,in situ oligonucleotide,33297,Homo sapiens,RNA,0,32,transformed count,GSE30326,none,3/11/13,
3312,GDS4425,Severe asthma: circulating CD4+ and CD8+ T-cells,Analysis of circulating CD4+ and CD8+ T-cells from adult patients with severe or nonsevere asthma. CD4+ T cells contribute to the development and maintenance of an inflammatory response in asthmatic patients. Results provide insight into the role of CD8+ T cells in severe asthma.,Expression profiling by array,21917308,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,0,40,transformed count,GSE31773,none,3/12/13,
3313,GDS4426,Epidermolysis Bullosa Simplex: epidermis,Analysis of epidermal punch biopsies (with minimal dermis amounts) from six EBS patients. Most EBS cases are caused by defects in the genes encoding intermediate filament proteins keratin 5 (KRT5) and keratin 14 (KRT14). Results provide further insight into the molecular basis of EBS.,Expression profiling by array,21877134,GPL6244,Homo sapiens,in situ oligonucleotide,33297,Homo sapiens,RNA,0,12,transformed count,GSE28315,none,3/12/13,
3314,GDS4427,Niemann-Pick Type C disease liver: time course,"Analysis of liver across 3 age groups of Npc1−/− Balb/c females with Niemann-Pick Type C (NPC) disease. NPC is a neurodegenerative, lysosomal disorder caused by Npc1 or Npc2 gene dysfunction. Results provide insight into the molecular mechanisms underlying NPC progression.",Expression profiling by array,23094108,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,0,12,count,GSE39621,none,3/11/13,
3315,GDS4428,Niemann-Pick Type C disease spleen: time course,"Analysis of spleen across 3 age groups of Npc1−/− Balb/c females with Niemann-Pick Type C (NPC) disease. NPC is a neurodegenerative, lysosomal disorder caused by Npc1 or Npc2 gene dysfunction. Results provide insight into the molecular mechanisms underlying NPC progression.",Expression profiling by array,23094108,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,0,12,count,GSE39621,none,3/11/13,
3316,GDS4435,Serca2a effect on Dilated Cardiomyopathy iPSC-derived cardiomyocytes,Analysis of DCM iPSC-derived cardiomyocytes treated with sarcoplasmic reticulum Ca2+ adenosine triphosphatase (Serca2a). Serca2a treatment improved the function of these cardiomyocytes. Results provide insight into the molecular basis of Serca2a-mediated repair of DCM iPSC-derived cardiomyocytes.,Expression profiling by array,22517884,GPL6244,Homo sapiens,in situ oligonucleotide,33297,Homo sapiens,RNA,0,8,transformed count,GSE35108,none,3/14/13,
3317,GDS4436,Sex effect on chronic coxsackievirus B3-induced myocarditis: heart,"Analysis of heart from CVB3-infected males during chronic myocarditis/dilated cardiomyopathy (DCM) (day 90 postinfection). Myocarditis and DCM, often caused by viral infections, occur more frequently in men than in women. Results provided insight into molecular basis of DCM progression in males.",Expression profiling by array,22328081,GPL6246,Mus musculus,in situ oligonucleotide,35557,Mus musculus,RNA,0,12,transformed count,GSE35182,none,3/15/13,
3318,GDS4208,Truncated CBF beta-SMMHC defective in high-affinity binding with RUNX1 effect on spleen cells,Analysis of spleen cells from animals expressing a truncated form of CBF beta-SMMHC lacking the RUNX1 high-affinity binding domain (HABD). The type I CBF beta-SMMHC fusion in acute myeloid leukemia (AML) patients lacks HABD. Results provide insight into the molecular pathogenesis of leukemia.,Expression profiling by array,20478528,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,8,transformed count,GSE21155,none,4/28/13,
3319,GDS4209,Anti-CD47 antibody dimer MABL (S-S diabody) effect on leukemia cell line: time course,Temporal analysis of MOLT-4 leukemia cells treated with 10 ug/mL anti-CD47 dimer MABL (S-S diabody). Cell surface antigen CD47 ligation induces apoptosis in B-chronic lymphocytic leukemia. Results provide insight into the molecular mechanism of CD47-mediated apoptosis in lymphoid malignant cells.,Expression profiling by array,21401803,GPL96,Homo sapiens,in situ oligonucleotide,22283,Homo sapiens,RNA,1,10,transformed count,GSE16494,ordered,4/28/13,
3320,GDS4210,Mixed-lineage leukemia MLL translocation subgroups in pediatric acute myeloid leukemia,"Analysis of mostly bone marrow cells from pediatric acute myeloid leukemia (AML) patients belonging to various mixed-lineage leukemia (MLL) translocation subgroups. AML with rearrangements involving the MLL gene, located on chromosome 11q23, are associated with poor clinical outcome.",Expression profiling by array,21331072,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,42,transformed count,GSE19577,none,4/28/13,
3321,GDS4211,Polycomb repressive complex 1 protein Bmi1 transduced CCE embryonic stem cells and differentiated embryoid body samples,Analysis of Bmi1 transduced CCE embryonic stem cells (ESC) and CCE ESC differentiated by embryoid body assay. Bmi1 is essential for maintaining the pool of adult stem cells. Results provide insight into role of Bmi1 in ESC-derived hematopoietic cell transition from pluripotency to differentiation.,Expression profiling by array,21545235,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,8,transformed count,GSE20958,none,4/28/13,
3322,GDS4212,Chronic lymphocytic leukemia with chromosomal deletion 11q: peripheral blood CD19+ cells,Analysis of CD19+cells from peripheral blood of chronic lymphocytic leukemia (CLL) patients with interstitial deletions on the long arm of chromosome 11 (del11q).  Del11q is associated with progressive and aggressive CLL. Results provide insight into the molecular pathogenesis of CLL with del11q.,Expression profiling by array,21307146,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,19,transformed count,GSE26526,none,4/30/13,
3323,GDS4213,NF-kB inactivation effect on T-ALL1 cell lines,"Analysis of T cell acute lymphoblastic leukemia (T-ALL) cell lines treated with a peptide that inhibits the activity of IKK, an activator of NF-kB.  NF-kB pathway is downstream of oncogenic Notch1 in T-ALL. Results provide insight into the molecular basis of Notch-induced NF-kB activation in T-ALL.",Expression profiling by array,20832754,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,20,count,GSE20667,none,4/30/13,
3324,GDS4214,Simian immunodeficiency virus encephalitis model of HIV-associated dementia: hippocampus,Analysis of hippocampus from simian immunodeficiency virus (SIV) encephalitis and control monkeys. Rhesus SIV encephalitis closely models human HIV-associated dementia (HAD) occurring in patients with advanced HIV. Results provide insight into molecular mechanisms underlying HAD cognitive deficits.,Expression profiling by array,19812322,GPL3535,Macaca mulatta,in situ oligonucleotide,52865,Macaca mulatta,RNA,1,36,transformed count,GSE13824,none,8/10/12,
3325,GDS4215,Aging effect on hippocampal regions critical for memory and cognition,Analysis of hippocampal cornu ammonis and dentate gyrus from young and aged female simians. Aging rhesus monkeys develop Metabolic Syndrome (MetS) symptoms and age-related cognitive decline similar to humans. Results provide insight into MetS-associated brain dysfunction in aging.,Expression profiling by array,20427664,GPL3535,Macaca mulatta,in situ oligonucleotide,52865,Macaca mulatta,RNA,1,23,count,GSE11697,none,4/30/13,
3326,GDS4216,Rift Valley Fever virus ZH548 infection effect on BALB/cByJ and MBT/Pas embryonic fibroblasts,Analysis of fibroblasts from BALB/cByJ or MBT/Pas animals infected with Rift Valley Fever virus (RVFV). RVFV is an arthropod-borne virus that primarily infects ruminants but can infect humans. Results provided insight into the role of genetic variation among hosts and their susceptibility to RVFV.,Expression profiling by array,20937849,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,12,count,GSE18064,none,4/30/13,
3327,GDS4217,IL-10+CD8 T cell response to coronavirus infection,Analysis of IL-10+CD8 and IL-10−CD8 T cells from C57Bl/6 Vert-X animals infected with the neurotropic coronavirus J2.2-V-1. IL-10 is a potent anti-inflammatory cytokine. Results provide insight into the role of IL-10+CD8 T cells in the immune response to coronavirus-induced encephalitis.,Expression profiling by array,21317392,GPL6246,Mus musculus,in situ oligonucleotide,35557,Mus musculus,RNA,1,6,transformed count,GSE25846,none,5/1/13,
3328,GDS4218,Multiple sclerosis: brain lesions,Analysis of histologically characterized multiple sclerosis (MS) brain lesions. MS is an inflammatory autoimmune disease which progresses to demyelination of the brain and spinal cord. Results provide insight into molecular events during MS pathogenesis.,Expression profiling by array,22734047,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,7,count,GSE38010,none,5/1/13,
3329,GDS4219,Peripheral blood monocyte CD16 + and Cd16- subsets from healthy donors,Analysis of peripheral blood monocyte (Mo) CD16 (FcγRIII) subsets CD16- and CD16+. Increase in circulating CD16+ Mo have been reported in inflammatory pathologies (sepsis/HIV infection). Results provide insight into developmental and functional relationship between CD16+ and CD16- Mo subsets.,Expression profiling by array,19712453,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,8,count,GSE16836,none,8/13/12,
3330,GDS4220,HIV-associated nephropathy model: kidney,Analysis of kidney from TgFVB transgenic mouse model of Human Immunodeficiency Virus-Associated Nephropathy (HIVAN). HIVAN is characterized by rapid progressive kidney dysfunction and prominent tubular damage. Results provide insight into molecular mechanism underlying HIVAN-related tubular disease.,Expression profiling by array,19628667,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,4,count,GSE14221,none,5/1/13,
3331,GDS4221,AIDS-related lymphomas,Analysis of tumors from HIV+ male patients with AIDS-related lymphomas (ARL). HIV+ individuals have an increased risk of developing an aggressive B-cell Non-Hodgkin Lymphoma relative to HIV- persons. Results identify a signature for ARL subtypes and provide insight into pathogenetic events in ARL.,Expression profiling by array,20216076,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,17,count,GSE17189,none,5/2/13,
3332,GDS4222,Classic Hodgkins lymphoma diagnostic lymph-node biopsies,Analysis of diagnostic lymph-node biopsies from classic Hodgkins lymphoma HIV- patients before ABVD chemotherapy. Results identify gene expression signatures that correlate with treatment outcomes.,Expression profiling by array,20220182,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,130,transformed count,GSE17920,none,5/2/13,
3333,GDS4223,Simian Immunodeficiency Virus infection effect on lymph nodes of Sooty mangabeys and Rhesus macaques,Temporal analysis of lymph nodes of SIVsmm infected Sooty mangabeys (SM) and SIVmac239 infected Rhesus macaques (RM). SIVsmm is non-pathogenic to host SM but origin of pathogens (HIV-2/SIVmac) to humans and RM. Results provide insight into the molecular basis of the differences in host responses.,Expression profiling by array,19959874,GPL3535,Macaca mulatta,in situ oligonucleotide,52865,"Cercocebus atys,Macaca mulatta",RNA,1,28,count,GSE17626,none,5/2/13,
3334,GDS4224,West Nile virus infection effect on retinal pigment epithelium cells,"Analysis of primary retinal pigment epithelial (RPE) cells and RPE ARPE-19 cells infected with West Nile virus (WNV). WNV infection can lead to ocular pathologies such as chorioretinitis, uveitis, or optic neuritis. Results provide insight into the molecular response of RPE cells to WNV infection.",Expression profiling by array,22509103,GPL6244,Homo sapiens,in situ oligonucleotide,33297,Homo sapiens,RNA,1,10,transformed count,GSE30719,none,5/2/13,
3335,GDS4225,Monocyte-derived dendritic cells co-infected with HIV-GFP(G) and SIV-VLP(G),"Analysis of MDDCs exposed to GFP-encoding HIV-1 pseudotyped with vesicular stomatitis virus protein G (VSV-G) [HIV-GFP(G)], VSV-G-pseudotyped SIVmac239 virus-like particles [SIV-VLP(G)], or both. Results provide insight into molecular mechanisms udnerlying DC activation after HIV-1 infection.",Expression profiling by array,20829794,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,8,transformed count,GSE22589,none,4/26/13,
3336,GDS4226,Programmed Death-1-expressing CD8 T cells in healthy adult peripheral blood,"Analysis of PD-1hi, PD-1lo, and naive CD8+CD3+ T cells FACS-sorted from peripheral blood of healthy adults. PD-1, a member of the CD28 family of immune modulators, is highly expressed on chronic virus-specific CD8 T cells. Results provide insight into PD-1-expressing CD8 T cells in healthy adults.",Expression profiling by array,21383243,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,16,transformed count,GSE26495,none,4/26/13,
3337,GDS4227,Highly Active Antiretroviral Therapy (HAART) interruption effect on HIV patients: jejunal mucosa,Analysis of gut biopsies from HIV+ patients following interruption of HAART. Gut-associated lymphoid tissue (GALT) is a critical host-pathogen interaction site in HIV infection. Results provide insight into molecular basis of host response to viral rebound in GALT following HAART interruption.,Expression profiling by array,21345945,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,6,count,GSE28177,none,4/26/13,
3338,GDS4229,Model of HIV-associated pulmonary arterial hypertension: right superior lobe of lung,"Analysis of lung from 3 month old, human immunodeficiency virus (HIV)-transgenic F344 males. The HIV-transgenics display pulmonary hypertension and pulmonary artery remodeling. Results provide insight into the molecular mechanisms underlying HIV-PAH onset and progression.",Expression profiling by array,21685241,GPL1355,Rattus norvegicus,in situ oligonucleotide,31099,Rattus norvegicus,RNA,1,6,count,GSE27393,none,4/28/13,
3339,GDS4230,Pathogenic Simian Immunodeficiency Virus infection in Rhesus macaques: colorectal tissue,"Analysis of colorectal biopsies from SIV-infected Rhesus macaques (RM) and Sooty mangabeys (SM). Unlike AIDS-susceptible RMs, natural hosts such as SMs do not progress to AIDS. Results provide insight into molecular basis of immune activation following pathogenic immunodeficiency virus infections.",Expression profiling by array,21693759,GPL3535,Macaca mulatta,in situ oligonucleotide,52865,"Cercocebus atys,Macaca mulatta",RNA,1,16,transformed count,GSE29980,none,4/28/13,
3340,GDS4231,Antiretroviral therapy effect on brain of patients with HIV-associated neurocognitive disorders,"Analysis of postmortem brain of ART-treated, HIV-1-associated neurocognitive disorders (HAND) patients. ART reduces morbidity and mortality in HIV infection, but HAND persist despite treatment. Results provide insight into ART effectiveness in brain and into molecular signatures of HAND under ART.",Expression profiling by array,21909266,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,35,transformed count,GSE28160,none,4/28/13,
3341,GDS4232,HIV infection effect on interferon alpha 2-treated monocyte-derived macrophages: time course,Temporal analysis of macrophages pretreated for 18hrs with interferon alpha 2 (IFNα2) then infected with HIV-1 (Bal strain). IFN treatment prior to in vitro HIV infection inhibits virus replication. Results provide insight into molecular mechanisms underlying this modulation of viral replication.,Expression profiling by array,22140520,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,17,count,GSE30536,ordered,4/28/13,
3342,GDS4233,Protein kinase HIPK2 overexpression effect on Human Embryonic Kidney cells,"Analysis of HEK293 cells transfected with homeo-domain interacting protein kinase 2 (HIPK2) and HIPK2-DN mutant. HIPK2 mediates renal fibrosis in 3 mouse models of renal fibrosis (Tg26, UUO, folic-acidinduced renal fibrosis). Results provide further insight into role of HIPK2 in kidney fibrosis.",Expression profiling by array,22406746,GPL6244,Homo sapiens,in situ oligonucleotide,33297,Homo sapiens,RNA,1,12,transformed count,GSE35226,none,5/6/13,
3343,GDS4234,Transgenic model Tg26 of HIV-Associated Nephropathy: kidney cortex,"Analysis of kidney cortices from HIV-1 transgenic, FVB/N males and females (Tg26). Tg26 models the renal pathologic changes observed in human disease and is used to study HIV-associated nephropathy (HIVAN) pathogenesis. Results provide insight into the molecular mechanisms underlying HIVAN.",Expression profiling by array,22406746,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,12,transformed count,GSE35226,none,4/28/13,
3344,GDS4235,Programmed Death 1 antibody effect on pathogenic Simian Immunodeficiency Virus infection: peripheral blood mononuclear cells,Analysis of PBMCs from SIVmac251-infected (12 wks) rhesus macaques (RMs) treated with an antibody against Programmed Death-1 (PD-1) for 14 days. Results provide insight into the molecular mechanisms by which PD-1 blockade enhances survival of SIV-infected RMs.,Expression profiling by array,22523065,GPL3535,Macaca mulatta,in situ oligonucleotide,52865,Macaca mulatta,RNA,1,10,transformed count,GSE33933,none,4/28/13,
3345,GDS4236,Rapamycin-resistant diffuse large B-cell lymphoma cell lines,"Analysis of diffuse large B-cell lymphoma (DLBCL) cell lines resistant to rapamycin, the prototypical mTOR (mammalian Target Of Rapamycin) inhibitor. The mTOR pathway is constitutively activated in DLBCL. Results provide insight into mechanisms of resistance to mTOR inhibition in DLBCL.",Expression profiling by array,22338016,GPL6244,Homo sapiens,in situ oligonucleotide,33297,Homo sapiens,RNA,1,14,transformed count,GSE27255,none,4/29/13,
3346,GDS4237,Rhesus macaque type-I interferon agonist effect on peripheral whole blood of SIV-infected Sooty mangabeys: time course,Temporal analysis of whole blood from 8 naturally SIV-infected SMs treated with recombinant RM IFNalpha2-IgFc (rmIFNα2) for 16 weeks. SIV infection of SMs is typically non-pathogenic. Results provide insight into effects of experimentally-augmented IFN-I signaling in chronically SIV-infected SMs.,Expression profiling by array,22550346,GPL3535,Macaca mulatta,in situ oligonucleotide,52865,Cercocebus atys,RNA,1,47,transformed count,GSE35460,none,4/29/13,
3347,GDS4239,Pandemic and seasonal influenza A H1N1 infection of differentiated type I-like alveolar epithelial cells in vitro,Analysis of type I-like alveolar epithelial cells infected with pandemic influenza H1N1 (pdmH1N1) or seasonal H1N1. Type I alveolar epithelial cells are a key target cell in pdmH1N1 pneumonia. Results provide insight into molecular mechanisms underlying host responses induced by H1N1 infections.,Expression profiling by array,21029402,GPL6244,Homo sapiens,in situ oligonucleotide,33297,Homo sapiens,RNA,1,9,transformed count,GSE24533,none,4/30/13,
3348,GDS4240,Severe pandemic H1N1 influenza effect on peripheral blood: time course,"Temporal analysis of peripheral blood from patients with severe pdm(H1N1) influenza, bilateral chest infiltrates, and in need of mechanical ventilation, but without significant co-morbidity. Results provide insight into molecular basis of immune responses in patients with severe pdmH1N1 infection.",Expression profiling by array,21781987,GPL6244,Homo sapiens,in situ oligonucleotide,33297,Homo sapiens,RNA,1,21,transformed count,GSE27131,none,4/30/13,
3349,GDS4242,Methicillin-resistant and methicillin-sensitive control strains,Analysis of methicillin-resistant Staphylococcus aureus (MRSA) ATCC 33591 and methicillin-sensitive (MSSA) ATCC 25923; commonly used positive and negative control strains. Results provide comparison of representative MRSA and MSSA strains and insight into mechanisms of S. aureus drug resistance.,Expression profiling by array,20652498,GPL1339,Staphylococcus aureus,in situ oligonucleotide,7775,Staphylococcus aureus,RNA,1,6,transformed count,GSE18289,none,4/9/13,
3350,GDS4243,Host immune response of bacterial infected nematode stimulated with small molecule,"Analysis of bacterial infected C. elegans treated with 70 μM RPW-24 or DMSO. In a C.elegans-bacterial infection assay screening small molecules, RPW-24 was identified as a putative antimicrobial agent. Results provide insight into C. elegans conserved immune response to bacterial infection.",Expression profiling by array,22719261,GPL200,Caenorhabditis elegans,in situ oligonucleotide,22625,Caenorhabditis elegans,RNA,1,6,count,GSE37266,none,4/15/13,
3351,GDS4244,Antibiotic-resistant Small Colony Variant,Analysis of Pseudomonas aeruginosa PA01 (ATCC 15692) Small Colony Variant (SCV). SCVs are slow-growing bacteria that often show increased resistance to antibiotics and cause infection. Results provide insight into mechanisms governing acquisition and reversion of antibiotic resistance in bacteria.,Expression profiling by array,22195037,GPL84,Pseudomonas aeruginosa,in situ oligonucleotide,5900,Pseudomonas aeruginosa,RNA,1,12,transformed count,GSE34141,none,4/16/13,
3352,GDS4250,Artificial medium mimicking cystic fibrosis lung sputum,"Analysis of Pseudomonas aeruginosa UCBPP-PA14 grown on artificial-sputum medium (ASMDM), MOPS-glucose medium and Luria broth; early exponential and stationary phases. ASMDM mimics cystic fibrosis lung environment.",Expression profiling by array,20522626,GPL84,Pseudomonas aeruginosa,in situ oligonucleotide,5900,Pseudomonas aeruginosa UCBPP-PA14,RNA,1,8,transformed count,GSE18594,none,4/16/13,
3353,GDS4251,Lubiprostone effect on cystic fibrosis small intestine phenotype,Analysis of small intestine from Cftr null and wild type mice treated with fluid secretion activator lubiprostone. Cystic fibrosis (CF) mice display CF trait of impaired mucus turnover. Results provide insight into response of CF intestine to lubiprostone treatment.,Expression profiling by array,20843337,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,4,count,GSE18327,none,4/23/13,
3354,GDS4252,Cystic fibrosis bronchial epithelial cells exposure to Pseudomonas aeruginosa PA01 biofilms,Analysis of cystic fibrosis (CF) bronchial epithelial CFBE41o- cells exposed to Pseudomonas aeruginosa PA01 biofilms. Cells overexpressing 508del-CFTR and cells rescued with wild type CFTR were examined. CFTR mutations enhance the inflammatory response in the lung to PA01 infection.,Expression profiling by array,22821996,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,16,transformed count,GSE30439,none,4/23/13,
3355,GDS4253,Lung epithelial cells response to lipopolysaccharide exposure,Analysis of laser-microdissected airway epithelial cells from snap-frozen lung 0 and 2 days after lipopolysaccharide (LPS) exposure. Inhalation of LPS can lead to chronic lung diseases like cystic fibrosis and asthma. Results provide insight into inflammatory mediators modulated by LPS exposure.,Expression profiling by array,22461702,GPL85,Rattus norvegicus,in situ oligonucleotide,8799,Rattus norvegicus,RNA,1,6,count,GSE36174,ordered,4/23/13,
3356,GDS4254,KinB and RpoN deletion effects on alginate overproduction,"Analysis of Pseudomonas aeruginosa PAO1 mucoid kinB mutant and nonmucoid kinB rpoN double mutant. Deletion of the sensor kinase KinB  results in alginate overproduction, a trait associated with chronic endobronchial infections in cystic fibrosis. Sigma Factor RpoN is required for mucoid induction.",Expression profiling by array,22210761,GPL84,Pseudomonas aeruginosa,in situ oligonucleotide,5900,Pseudomonas aeruginosa PAO1,RNA,1,6,count,GSE35248,none,4/23/13,
3357,GDS4255,Cystic fibrosis transmembrane conductance regulator expression in airway epithelial cells,Analysis of Calu-3 airway epithelial cells transfected with miR-138 mimic or SIN3A siRNA. MicroRNA-138 regulates Cystic fibrosis transmembrane conductance regulator (CFTR) expression through its interactions with the transcriptional regulatory protein SIN3A.,Expression profiling by array,22853952,GPL6244,Homo sapiens,in situ oligonucleotide,33297,Homo sapiens,RNA,1,12,transformed count,GSE38956,none,4/23/13,
3358,GDS4256,Caseous tuberculosis granulomas comparison with normal lung parenchyma,"Analysis of caseous pulmonary tuberculosis (TB) granulomas. TB progression involves caseous granuloma development that cavitates, releasing infectious Mycobacterium tuberculosis bacilli. Results provide insight into TB etiology and pathogen-mediated dysregulation of host lipid metabolism.",Expression profiling by array,20597103,GPL1352,Homo sapiens,in situ oligonucleotide,61359,Homo sapiens,RNA,1,7,transformed count,GSE20050,none,5/1/13,
3359,GDS4257,Early lung immune response in tuberculosis: time course,Analysis of Mycobacterium tuberculosis (Mt)-infected lung 0 to 21 days after infection. TB immunity is associated with IFNγ lung T helper cell type 1 (Th1) accumulation and Mt-infected macrophage activation. Results provide insight into immune events that occur prior to Th1 accumulation in TB lung.,Expression profiling by array,21249199,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,16,transformed count,GSE23014,none,5/1/13,
3360,GDS4465,High grade astrocytoma patient survival: brain tumor,Analysis of surgical brain tumors from high grade astrocytoma (HGA) patients with known clinical outcomes. Increased expression of immune function-related genes was positively correlated with longer survival. Results provide insight into molecular profiles associated with long-term survival in HGA.,Expression profiling by array,22802421,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,26,transformed count,GSE33331,ordered,5/6/13,
3361,GDS2875,Nrf2-deficient type II lung epithelial cell response to antioxidant supplementation,Analysis of Nrf2 deficient lung epithelial cells treated with the antioxidant glutathione (GSH). GSH rescues cells from prooxidant-induced lung injury associated with Nrf2 deficiency. Results provide insight into the molecular mechanisms by which Nrf2 regulates cellular protection and proliferation.,Expression profiling by array,17895394,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,6,count,GSE7810,none,8/13/14,
