gse,web_link
GSE61099,
GSE61100,
GSE61140,
GSE61141,
GSE61146,
GSE61315,
GSE61323,
GSE61351,
GSE61401,
GSE61640,
GSE61641,
GSE61642,
GSE61643,
GSE61937,
GSE62053,
GSE62120,
GSE62427,
GSE62435,
GSE62503,
GSE62719,
GSE62789,
GSE62790,
GSE62796,
GSE62885,
GSE62908,
GSE62925,
GSE62933,
GSE63162,
GSE63187,
GSE63272,
GSE63347,
GSE63509,
GSE63543,
GSE63548,
GSE63648,
GSE63649,
GSE63694,
GSE63751,
GSE63757,
GSE63770,
GSE63803,
GSE63806,
GSE63820,
GSE63841,
GSE63883,
GSE63904,
GSE63918,
GSE63919,
GSE63954,
GSE63966,
GSE63976,
GSE63987,
GSE63991,
GSE64026,
GSE64057,
GSE64058,
GSE64059,
GSE64097,
GSE64125,
GSE64152,
GSE64154,
GSE64191,
GSE64312,
GSE64429,
GSE64485,
GSE64492,
GSE64500,
GSE64512,
GSE64635,
GSE64637,
GSE64661,
GSE64674,
GSE64779,
GSE64828,
GSE64829,
GSE64830,
GSE64841,
GSE65000,
GSE65005,
GSE65089,
GSE65093,
GSE65094,
GSE65113,
GSE65169,
GSE65223,
GSE65234,
GSE65273,
GSE65276,
GSE65277,
GSE65278,
GSE65290,
GSE65354,
GSE65479,
GSE65483,
GSE65499,
GSE65533,
GSE65534,
GSE65535,
GSE65536,
GSE65541,
GSE65633,
GSE65651,
GSE65686,
GSE65985,
GSE66053,
GSE66143,
GSE66172,
GSE66337,
GSE66353,
GSE66356,
GSE66360,
GSE66367,
GSE66373,
GSE66384,
GSE66387,
GSE66389,
GSE66402,
GSE66411,
GSE66413,
GSE66414,
GSE66422,
GSE66431,
GSE66440,
GSE66443,
GSE66447,
GSE66450,
GSE66451,
GSE66452,
GSE66453,
GSE66461,
GSE66462,
GSE66464,
GSE66465,
GSE66466,
GSE66473,
GSE66478,
GSE66488,
GSE66493,
GSE66503,
GSE66506,
GSE66515,
GSE66516,
GSE66525,
GSE66529,
GSE66535,
GSE66544,
GSE66545,
GSE66546,
GSE66548,
GSE66551,
GSE66554,
GSE66558,
GSE66559,
GSE66560,
GSE66561,
GSE66562,
GSE66563,
GSE66564,
GSE66578,
GSE66584,
GSE66635,
GSE7478,
GSE15279,
GSE36504,
GSE40048,
GSE40074,
GSE40089,
GSE43281,
GSE43390,
GSE47116,
GSE49315,
GSE50991,
GSE52120,
GSE52125,http://www.cell.com/cell-stem-cell/abstract/S1934-5909(15)00017-X
GSE52986,
GSE53244,
GSE53249,
GSE53620,
GSE53621,
GSE53623,
GSE54525,
GSE55361,
GSE55362,
GSE55363,
GSE55686,
GSE55769,
GSE55931,
GSE56146,
GSE56147,
GSE57614,
GSE57922,
GSE58355,
GSE58861,
GSE59318,
GSE59700,http://www.ncbi.nlm.nih.gov/pubmed/25587024
GSE59701,http://www.ncbi.nlm.nih.gov/pubmed/25587024
GSE59702,http://www.ncbi.nlm.nih.gov/pubmed/25587024
GSE59852,
GSE59853,
GSE59854,
GSE60062,
GSE60070,
GSE60071,
GSE60074,
GSE60077,
GSE60146,
GSE60182,
GSE60353,
GSE60354,
GSE60355,
GSE60356,
GSE60521,
GSE61134,
GSE61285,
GSE61474,
GSE61838,
GSE61905,
GSE61976,
GSE61977,
GSE61978,
GSE62683,
GSE62684,
GSE62685,
GSE62763,
GSE63077,
GSE63210,
GSE63507,
GSE63712,
GSE63844,
GSE63898,
GSE64005,
GSE64098,
GSE64099,
GSE64383,
GSE64488,
GSE64689,
GSE64910,
GSE64977,
GSE65067,
GSE65068,
GSE65088,
GSE65468,
GSE65555,
GSE65640,
GSE65665,
GSE65691,
GSE65836,
GSE65936,
GSE65960,
GSE65962,
GSE65963,
GSE66045,
GSE66236,
GSE66346,
GSE66547,
GSE66573,
GSE66600,
GSE66604,
GSE66607,
GSE66613,
GSE66618,
GSE66622,
GSE66633,
GSE66634,
GSE66642,
GSE66643,
GSE66644,
GSE66645,
GSE66646,
GSE66647,
GSE66651,
GSE66652,
GSE66654,
GSE66655,
GSE66657,
GSE66658,
GSE66659,
GSE66660,
GSE66667,
GSE66673,
GSE66674,
GSE66675,
GSE66677,
GSE66682,
GSE66684,
GSE66685,
GSE66695,
GSE66696,
GSE66704,
GSE66713,
GSE66719,
GSE66723,
GSE66730,
GSE66742,
GSE66743,
GSE66745,
GSE66751,
GSE66752,
GSE66757,
GSE66761,
GSE66768,
GSE66771,
GSE66776,
GSE66777,
GSE66778,
GSE66779,
GSE66781,
GSE66782,
GSE66784,
GSE66786,
GSE66790,
GSE66805,
GSE66815,
GSE66817,
GSE66819,
GSE66820,
GSE66822,
GSE66824,
GSE66837,
GSE66849,
GSE66854,
GSE66855,
GSE66865,
GSE66866,
GSE35649,
GSE35650,
GSE35652,
GSE35654,
GSE35655,
GSE35877,
GSE35898,
GSE36672,
GSE40315,
GSE42387,
GSE44461,
GSE45272,
GSE45620,
GSE45643,
GSE45902,
GSE45903,
GSE48966,
GSE49121,
GSE50995,
GSE50996,
GSE50997,
GSE51652,
GSE53271,
GSE54458,
GSE55976,
GSE55987,
GSE56002,
GSE57385,
GSE57732,
GSE57927,
GSE58245,
GSE58246,
GSE58374,
GSE58375,
GSE58376,
GSE58377,
GSE58888,
GSE59193,
GSE59339,
GSE59481,
GSE60018,
GSE60034,
GSE60107,
GSE60113,
GSE60114,
GSE60115,
GSE60172,
GSE60204,
GSE60212,
GSE60213,
GSE60835,
GSE60860,
GSE60861,
GSE61316,
GSE61389,
GSE61391,
GSE61392,
GSE62157,
GSE62320,
GSE62460,
GSE62598,
GSE62616,
GSE62956,
GSE63010,
GSE63180,
GSE63259,
GSE63266,
GSE63310,
GSE63853,
GSE63969,
GSE64168,
GSE64169,
GSE64240,
GSE64267,
GSE64638,
GSE64639,
GSE64664,
GSE64820,
GSE64821,
GSE65092,
GSE65177,
GSE65179,
GSE65180,
GSE65503,
GSE65542,
GSE66134,
GSE66195,
GSE66275,
GSE66276,
GSE66277,
GSE66391,
GSE66527,
GSE66572,
GSE66616,
GSE66720,
GSE66772,
GSE66844,
GSE66853,
GSE66857,
GSE66864,
GSE66867,
GSE66876,
GSE66897,
GSE66912,
GSE66923,
GSE66933,
GSE66934,
GSE66936,
GSE66942,
GSE66964,
GSE66967,
GSE66979,
GSE66995,
GSE67000,
GSE67008,
GSE67012,
GSE67020,
GSE67021,
GSE67023,
GSE67025,
GSE67026,
GSE67031,
GSE67032,
GSE67034,
GSE67050,
GSE67051,
GSE67060,
GSE67065,
GSE67066,
GSE67075,
GSE67086,
GSE67088,
GSE67089,
GSE67090,
GSE6213,
GSE15362,
GSE24213,
GSE28323,
GSE31713,
GSE36760,
GSE36899,
GSE38794,
GSE40855,
GSE42133,
GSE42710,
GSE43996,
GSE45423,
GSE45654,
GSE47700,
GSE49971,
GSE51954,
GSE52972,
GSE52980,
GSE53499,
GSE55385,
GSE55387,
GSE56068,
GSE56069,
GSE56070,
GSE56152,
GSE56237,
GSE56238,
GSE56264,
GSE56313,
GSE56314,
GSE56315,
GSE56406,
GSE56423,
GSE56478,
GSE56479,
GSE56625,
GSE57149,
GSE57185,
GSE58108,
GSE58577,
GSE58653,
GSE59169,
GSE59170,
GSE59171,
GSE59228,
GSE59229,
GSE59230,
GSE59232,
GSE59252,
GSE59254,
GSE59255,
GSE59930,
GSE59960,
GSE59966,
GSE59979,
GSE60019,https://shield.hms.harvard.edu/
GSE60290,
GSE60446,
GSE60571,
GSE60641,
GSE60642,
GSE60643,
GSE60741,
GSE61117,
GSE61173,
GSE61174,
GSE61175,
GSE61365,
GSE61370,
GSE61371,
GSE61372,
GSE61395,
GSE61437,
GSE61853,
GSE61886,
GSE61949,
GSE62528,
GSE62548,
GSE63416,
GSE63618,
GSE63635,
GSE63638,
GSE63709,
GSE63866,
GSE63889,
GSE64401,
GSE64709,
GSE64741,
GSE64942,http://dx.doi.org/10.1016/j.celrep.2015.02.062
GSE65158,
GSE65864,
GSE65892,
GSE66312,
GSE66355,
GSE66400,
GSE66555,
GSE66702,
GSE66705,
GSE66708,
GSE66971,
GSE66987,
GSE67041,
GSE67042,
GSE67043,
GSE67044,
GSE67045,
GSE67046,
GSE67074,
GSE67093,
GSE67097,
GSE67098,
GSE67102,
GSE67104,
GSE67114,
GSE67121,
GSE67134,
GSE67138,
GSE67139,
GSE67140,
GSE67142,
GSE67144,
GSE67145,
GSE67158,
GSE67159,
GSE67167,
GSE67168,
GSE67173,
GSE67176,
GSE67187,
GSE67192,
GSE67198,
GSE67206,
GSE67214,
GSE67228,
GSE67234,
GSE67236,
GSE67244,
GSE67245,
GSE67248,
GSE67258,
GSE67260,
GSE67262,
GSE67272,
GSE67292,
GSE67293,
GSE67294,
GSE67296,
GSE67312,
GSE67313,
GSE67319,
GSE67327,
GSE67328,
GSE67329,
GSE67330,
GSE67331,
GSE67338,
GSE67362,
GSE23064,
GSE28467,
GSE28550,
GSE28604,
GSE28605,
GSE28614,
GSE34202,
GSE34982,
GSE35272,
GSE36507,
GSE36929,
GSE36997,
GSE37099,
GSE38532,
GSE38543,
GSE38823,
GSE39551,
GSE42842,
GSE45329,
GSE45656,
GSE45783,
GSE46018,
GSE46192,
GSE46284,
GSE46285,
GSE47756,
GSE47888,
GSE48016,
GSE48083,
GSE48084,
GSE48117,
GSE48150,
GSE49029,
GSE49364,
GSE50652,
GSE50772,http://lupus.bmj.com/content/2/1/e000080.short?rss=1
GSE50959,
GSE51262,
GSE52200,
GSE52298,
GSE52319,
GSE52629,
GSE52660,
GSE52932,
GSE52933,
GSE52935,
GSE52937,
GSE53163,
GSE53257,
GSE53493,
GSE53494,
GSE53501,
GSE53772,
GSE54044,
GSE54046,
GSE54292,
GSE55097,
GSE55248,
GSE55563,
GSE55564,
GSE55565,
GSE55632,
GSE55762,
GSE55898,
GSE56004,
GSE56174,
GSE56245,
GSE56269,
GSE56289,
GSE56308,
GSE56324,
GSE56325,
GSE56487,
GSE56613,
GSE56743,
GSE56746,
GSE56822,
GSE56834,
GSE56851,
GSE57012,
GSE57228,
GSE57240,
GSE57242,
GSE57325,
GSE57794,
GSE57819,
GSE57926,
GSE58125,
GSE58263,
GSE58466,
GSE58476,
GSE58539,
GSE58628,
GSE59141,
GSE59143,
GSE59307,
GSE59371,
GSE59402,
GSE59570,
GSE59571,
GSE59572,
GSE59590,
GSE59594,
GSE59595,
GSE59981,
GSE60078,
GSE60140,
GSE60383,
GSE60401,
GSE60466,
GSE60498,
GSE60506,
GSE60543,
GSE60546,
GSE60808,
GSE60897,
GSE60927,
GSE60944,
GSE61013,
GSE61016,
GSE61021,
GSE61022,
GSE61092,
GSE61098,
GSE61161,
GSE61162,
GSE61163,
GSE61277,
GSE61364,
GSE61394,
GSE61422,
GSE61423,
GSE61427,
GSE61455,
GSE61480,
GSE61521,
GSE61524,
GSE61525,
GSE61526,
GSE61610,
GSE61611,
GSE61679,
GSE61936,
GSE61965,
GSE61966,
GSE61967,
GSE61984,
GSE62001,
GSE62024,
GSE62059,
GSE62077,
GSE62085,
GSE62100,
GSE62219,
GSE62426,
GSE62429,
GSE62449,
GSE62517,
GSE62533,
GSE62673,
GSE62720,
GSE62728,
GSE62766,
GSE62833,
GSE62893,
GSE62894,
GSE62895,
GSE62898,
GSE63047,
GSE63090,
GSE63208,
GSE63252,
GSE63278,
GSE63279,
GSE63280,
GSE63281,
GSE63282,
GSE63315,
GSE63342,
GSE63364,
GSE63395,
GSE63445,
GSE63447,
GSE63461,
GSE63550,
GSE63552,
GSE63559,
GSE63580,
GSE63643,
GSE63650,
GSE63651,
GSE63652,
GSE63663,
GSE63668,
GSE63669,
GSE63670,
GSE63718,
GSE63719,
GSE63812,
GSE63821,
GSE63886,
GSE63988,
GSE64020,
GSE64022,
GSE64051,
GSE64260,
GSE64345,
GSE64574,
GSE64703,
GSE64715,
GSE64748,
GSE64896,
GSE64971,
GSE65018,
GSE65039,
GSE65085,
GSE65086,
GSE65087,
GSE65133,
GSE65134,
GSE65135,
GSE65136,
GSE65217,
GSE65227,
GSE65245,
GSE65396,
GSE65433,
GSE65484,
GSE65485,
GSE65486,
GSE65540,
GSE65589,
GSE65590,
GSE65591,
GSE65592,
GSE65593,
GSE65594,
GSE65618,
GSE65661,
GSE65670,
GSE65685,
GSE65690,
GSE65707,
GSE65716,
GSE65721,
GSE65860,
GSE65904,
GSE65941,
GSE66017,
GSE66203,
GSE66210,
GSE66211,
GSE66228,
GSE66299,
GSE66344,
GSE66358,
GSE66495,
GSE66501,
GSE66502,
GSE66661,
GSE66662,
GSE66666,
GSE66668,
GSE66687,
GSE66792,
GSE66881,
GSE66890,
GSE66905,
GSE66907,
GSE66908,
GSE66909,
GSE66910,
GSE66911,
GSE66924,
GSE66965,
GSE66966,
GSE67010,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=558
GSE67169,
GSE67205,
GSE67309,
GSE67326,
GSE67333,
GSE67339,
GSE67341,
GSE67342,
GSE67345,
GSE67347,
GSE67356,
GSE67358,
GSE67359,
GSE67361,
GSE67364,
GSE67365,
GSE67378,
GSE67385,
GSE67391,
GSE67395,
GSE67402,
GSE67406,
GSE67408,
GSE67411,
GSE67415,
GSE67419,
GSE67420,
GSE67421,
GSE67423,
GSE67425,
GSE67427,
GSE67428,
GSE67429,
GSE67434,
GSE67435,
GSE67444,
GSE67445,
GSE67456,
GSE67457,
GSE67472,
GSE67483,
GSE67492,
GSE67499,
GSE67507,
GSE67512,
GSE67522,
GSE67525,
GSE67527,
GSE67529,
GSE67531,
GSE67537,
GSE67547,
GSE67550,
GSE67554,
GSE67567,
GSE21188,
GSE32134,
GSE37084,
GSE37123,
GSE38653,
GSE44792,
GSE45936,
GSE46196,
GSE51557,
GSE52170,
GSE53498,
GSE53580,
GSE53933,
GSE54390,
GSE54462,
GSE54666,
GSE54825,
GSE54844,
GSE54850,
GSE54851,
GSE54852,
GSE54868,
GSE54971,
GSE54972,
GSE54975,
GSE55513,
GSE55832,
GSE55895,
GSE56455,
GSE56573,
GSE56616,
GSE56621,
GSE56854,
GSE57637,
GSE57925,
GSE57964,
GSE58123,
GSE58206,
GSE58770,
GSE58833,
GSE58855,
GSE58856,
GSE58857,
GSE58955,
GSE58956,
GSE58957,
GSE59119,
GSE59226,
GSE59634,
GSE59800,
GSE59871,
GSE60029,
GSE60530,
GSE60752,
GSE60885,
GSE60905,
GSE60972,
GSE60973,
GSE60974,
GSE61078,
GSE61079,
GSE61080,
GSE61170,
GSE61564,
GSE61622,
GSE61623,
GSE61624,
GSE61625,
GSE62278,
GSE62392,
GSE62393,
GSE62436,
GSE62463,
GSE63731,
GSE63732,
GSE63772,
GSE63887,
GSE63909,
GSE64143,
GSE64448,
GSE64503,
GSE64603,
GSE64717,
GSE64911,
GSE64966,
GSE65004,
GSE65070,
GSE65117,
GSE65344,
GSE65511,
GSE65580,
GSE65582,
GSE65583,
GSE65804,
GSE65856,
GSE66042,
GSE66102,
GSE66192,
GSE66232,
GSE66233,
GSE66234,
GSE66486,
GSE67106,
GSE67266,
GSE67376,
GSE67473,
GSE67474,
GSE67558,
GSE67560,
GSE67569,
GSE67571,
GSE67574,
GSE67575,
GSE67576,
GSE67591,
GSE67594,
GSE67596,
GSE67603,
GSE67608,
GSE67616,
GSE67617,
GSE67620,
GSE67622,
GSE67623,
GSE67625,
GSE67629,
GSE67632,
GSE67643,
GSE67648,
GSE67653,
GSE67654,
GSE67666,
GSE67669,
GSE67677,
GSE67683,
GSE67685,
GSE67687,
GSE67689,
GSE67696,
GSE67699,
GSE67701,
GSE67703,
GSE67707,
GSE67723,
GSE67727,
GSE67728,
GSE67729,
GSE67731,
GSE67732,
GSE67733,
GSE67738,
GSE37584,
GSE42817,
GSE43474,
GSE46222,
GSE48624,
GSE48657,
GSE49139,
GSE49142,
GSE49959,
GSE50492,
GSE51171,
GSE51172,
GSE51173,
GSE51174,
GSE51175,
GSE52407,
GSE52409,
GSE53537,
GSE53543,
GSE54323,
GSE55530,
GSE55531,
GSE55532,
GSE55947,
GSE56036,
GSE56383,
GSE56803,
GSE56842,
GSE56855,
GSE56859,
GSE56885,
GSE56886,
GSE56893,
GSE56912,
GSE56917,
GSE57051,
GSE57054,
GSE57103,
GSE57114,
GSE57155,
GSE57348,
GSE57608,
GSE57936,
GSE57978,
GSE58782,
GSE58823,
GSE58936,
GSE59239,
GSE59269,
GSE59270,
GSE59271,
GSE59752,
GSE59764,
GSE59807,
GSE60082,
GSE60295,
GSE60375,
GSE60418,
GSE60425,
GSE61208,
GSE61369,
GSE61473,
GSE61515,
GSE61631,
GSE62056,
GSE62057,
GSE62058,
GSE62117,
GSE62173,
GSE62254,
GSE62284,
GSE62717,
GSE62828,
GSE62829,
GSE62830,
GSE62863,
GSE62876,
GSE62967,
GSE63015,
GSE63020,
GSE63059,
GSE63321,
GSE63350,
GSE63579,
GSE63804,
GSE63963,
GSE64128,
GSE65112,
GSE65463,
GSE65684,
GSE65818,
GSE65895,
GSE65913,
GSE65919,
GSE65955,
GSE65956,
GSE65957,
GSE65961,
GSE65965,
GSE66075,
GSE66076,
GSE66077,
GSE66078,
GSE66229,
GSE66268,
GSE66329,
GSE66420,
GSE66517,
GSE66518,
GSE66519,
GSE66520,
GSE66688,
GSE66791,
GSE66816,
GSE66868,
GSE66869,
GSE66870,
GSE66871,
GSE66944,
GSE66945,
GSE66985,
GSE66998,
GSE67337,
GSE67586,
GSE67611,
GSE67688,
GSE67691,
GSE67694,
GSE67710,
GSE67715,
GSE67719,
GSE67752,
GSE67762,
GSE67763,
GSE67764,
GSE67769,https://puma.princeton.edu/cgi-bin/exptsets/viewExptSets.pl?exptset_no=7169
GSE67770,
GSE67776,
GSE67777,
GSE67778,
GSE67780,
GSE67791,
GSE67792,
GSE67793,
GSE67795,
GSE67796,
GSE67797,
GSE67798,
GSE67799,
GSE67800,
GSE67804,
GSE67809,
GSE67811,
GSE67812,
GSE67817,
GSE67840,
GSE67844,
GSE67850,
GSE67851,
GSE67864,
GSE67871,
GSE67873,
GSE67874,
GSE67881,
GSE67882,
GSE67904,
GSE67908,
GSE67915,
GSE67919,
GSE67925,
GSE67929,
GSE67930,
GSE67935,
GSE67955,
GSE67956,
GSE67971,
GSE67976,
GSE67977,
GSE67979,
GSE42492,
GSE45035,
GSE46264,
GSE47210,"http://www.bioacademy.gr, http://www.drfz.de/"
GSE48671,
GSE49254,
GSE49654,
GSE52667,
GSE52967,
GSE53798,
GSE55005,
GSE55170,
GSE55727,
GSE56892,
GSE56955,
GSE57085,
GSE57761,
GSE58514,
GSE59579,
GSE59580,
GSE59584,
GSE59586,
GSE59591,
GSE59592,
GSE59671,
GSE60175,
GSE60223,
GSE60224,
GSE60358,
GSE60429,
GSE60638,
GSE60640,
GSE60888,
GSE61108,
GSE61332,
GSE61499,
GSE61500,
GSE61501,
GSE61527,
GSE61543,
GSE61562,
GSE61914,
GSE62405,
GSE62455,
GSE62562,
GSE62618,
GSE62625,
GSE62626,
GSE62647,
GSE62654,
GSE62689,
GSE62729,
GSE63039,
GSE63199,
GSE63570,
GSE63933,
GSE64040,
GSE64139,http://dx.doi.org/10.7554/eLife.06722
GSE64619,
GSE64672,
GSE64783,
GSE64853,http://www.ncbi.nlm.nih.gov/pubmed/25882345
GSE65101,
GSE65153,
GSE65487,
GSE65547,
GSE65548,
GSE65549,
GSE65550,
GSE65644,
GSE65673,
GSE65692,http://www.cell.com/cell-reports/abstract/S2211-1247(15)00361-7
GSE65719,
GSE65812,
GSE65926,
GSE65927,
GSE66033,
GSE66096,
GSE66198,
GSE66199,
GSE66261,
GSE66385,
GSE66386,
GSE66511,
GSE66579,
GSE66686,
GSE66926,
GSE66970,
GSE67118,
GSE67371,
GSE67941,
GSE67981,
GSE67986,
GSE67987,
GSE67988,
GSE68015,
GSE68017,
GSE68019,
GSE68023,
GSE68027,
GSE68028,
GSE68034,
GSE68035,
GSE68037,
GSE68055,
GSE68061,
GSE68062,
GSE68068,
GSE68077,
GSE68083,
GSE68084,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=518
GSE68094,
GSE68096,
GSE68100,
GSE68104,
GSE68114,
GSE68115,
GSE68116,
GSE68117,
GSE68118,
GSE68119,
GSE68131,
GSE68132,
GSE68135,
GSE68136,
GSE68137,
GSE68138,
GSE68146,
GSE68160,
GSE68161,
GSE68162,
GSE68168,
GSE68169,
GSE68172,
GSE68179,
GSE68188,
GSE68189,
GSE68191,
GSE68218,
GSE68230,
GSE13232,
GSE21598,
GSE32623,
GSE33832,
GSE33904,
GSE37468,
GSE37559,
GSE37587,
GSE37632,
GSE37666,
GSE37677,
GSE38149,
GSE38367,
GSE40997,
GSE46231,
GSE46294,
GSE46361,
GSE46395,
GSE46462,
GSE46471,
GSE47415,
GSE47823,
GSE48853,
GSE49102,
GSE49103,
GSE49104,
GSE49537,
GSE49805,
GSE52966,
GSE53302,
GSE53521,
GSE53571,
GSE53732,
GSE53827,
GSE54059,
GSE54684,
GSE55091,
GSE55219,
GSE55220,
GSE55221,
GSE56328,
GSE56519,
GSE56737,
GSE56779,
GSE56894,
GSE56908,
GSE57014,
GSE57019,
GSE57020,
GSE57021,
GSE57075,
GSE57104,
GSE57108,
GSE57130,
GSE57162,
GSE57203,
GSE57244,
GSE57282,
GSE57294,
GSE57375,
GSE57379,
GSE57472,
GSE57473,
GSE57474,
GSE57652,
GSE57803,
GSE57812,
GSE57833,
GSE57878,
GSE58118,
GSE58191,
GSE58219,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=552
GSE58431,
GSE59047,
GSE59128,
GSE59155,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=553
GSE59207,
GSE59209,
GSE59210,
GSE59281,
GSE59354,
GSE59415,
GSE59416,
GSE59417,
GSE59772,
GSE59786,
GSE59802,
GSE59822,
GSE59824,
GSE59827,
GSE59868,
GSE60032,
GSE60060,
GSE60102,
GSE60400,
GSE60499,
GSE60623,http://www.ncbi.nlm.nih.gov/pubmed/25887659
GSE60961,
GSE60962,
GSE60963,
GSE61114,
GSE61209,
GSE61247,
GSE61349,
GSE61374,
GSE61479,
GSE61551,
GSE61552,
GSE61554,
GSE61555,
GSE61584,
GSE61585,
GSE61590,
GSE61608,
GSE61659,
GSE61834,
GSE61857,
GSE62015,
GSE62102,
GSE62301,
GSE62475,
GSE62481,
GSE62518,
GSE62690,
GSE62770,
GSE62848,
GSE63025,
GSE63247,
GSE63384,
GSE63459,
GSE63491,
GSE63590,
GSE63805,
GSE63874,
GSE63907,
GSE64033,
GSE64036,
GSE64247,
GSE64350,
GSE64365,
GSE64482,
GSE64493,
GSE64501,
GSE64539,
GSE64716,
GSE64846,
GSE64912,
GSE65010,
GSE65029,
GSE65041,
GSE65249,
GSE65292,
GSE65400,
GSE65500,
GSE65667,
GSE65695,
GSE65696,
GSE65697,
GSE65698,
GSE65725,
GSE65827,
GSE65850,
GSE65947,
GSE65951,
GSE65980,
GSE65996,
GSE66068,
GSE66104,
GSE66122,
GSE66123,
GSE66125,
GSE66186,
GSE66251,
GSE66328,
GSE66425,
GSE66456,
GSE66532,
GSE66538,
GSE66636,
GSE66697,
GSE66701,
GSE66703,
GSE66706,
GSE66707,
GSE66709,
GSE66710,
GSE66775,
GSE66976,
GSE67052,
GSE67070,
GSE67080,
GSE67083,
GSE67103,
GSE67125,
GSE67161,
GSE67240,
GSE67246,
GSE67265,
GSE67298,
GSE67299,
GSE67383,
GSE67389,
GSE67497,
GSE67585,
GSE67588,
GSE67610,
GSE67618,
GSE67624,
GSE67626,
GSE67628,
GSE67658,
GSE67766,
GSE67819,
GSE67958,
GSE67960,
GSE67961,
GSE68024,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=556
GSE68026,
GSE68032,
GSE68048,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=560
GSE68124,
GSE68129,
GSE68183,
GSE68184,
GSE68185,
GSE68186,
GSE68224,
GSE68225,
GSE68226,
GSE68231,
GSE68233,
GSE68240,
GSE68242,
GSE68243,
GSE68256,
GSE68271,
GSE68285,
GSE68289,
GSE68294,
GSE68301,
GSE68305,
GSE68306,
GSE68310,
GSE68311,
GSE68314,
GSE68315,
GSE68324,
GSE68333,
GSE68334,
GSE68348,
GSE68350,
GSE68351,
GSE68352,
GSE68366,
GSE68367,
GSE68369,
GSE68380,
GSE68381,
GSE68387,
GSE68390,
GSE68406,
GSE68407,
GSE68408,
GSE68413,
GSE68414,
GSE68415,
GSE68420,
GSE68422,
GSE68424,
GSE68425,
GSE68430,
GSE68436,
GSE68437,
GSE68438,
GSE37750,
GSE37783,
GSE37867,
GSE38864,
GSE46678,
GSE46820,
GSE46822,
GSE46998,
GSE46999,
GSE47000,
GSE47020,
GSE47021,
GSE48376,
GSE49140,
GSE51681,
GSE52506,
GSE52677,
GSE52678,
GSE52679,
GSE52779,
GSE52817,
GSE52883,
GSE52891,
GSE52894,
GSE53103,
GSE53133,http://dx.doi.org/10.1016/j.celrep.2015.04.022
GSE55004,
GSE55382,
GSE56154,
GSE56286,
GSE57046,
GSE57363,
GSE57378,
GSE57439,
GSE57442,
GSE57490,
GSE57506,
GSE57979,
GSE58487,
GSE58488,
GSE58505,
GSE58622,
GSE58794,
GSE58854,
GSE59104,
GSE59188,
GSE59189,
GSE59259,
GSE59260,
GSE59261,
GSE59958,
GSE60012,
GSE60378,
GSE60523,
GSE60603,
GSE60604,
GSE60605,
GSE60710,
GSE60760,
GSE60831,
GSE60832,
GSE60864,
GSE60866,
GSE60867,
GSE60913,
GSE61532,
GSE61597,
GSE61650,
GSE61651,
GSE62010,
GSE62011,
GSE62017,
GSE62018,
GSE62152,
GSE62216,
GSE62350,
GSE62496,
GSE63050,
GSE63053,
GSE63054,
GSE63166,
GSE63308,
GSE63562,
GSE63563,
GSE63564,
GSE63565,
GSE63568,
GSE63597,
GSE63604,
GSE63605,
GSE64100,
GSE64392,
GSE64758,
GSE65253,
GSE65338,
GSE65388,
GSE65627,
GSE65650,
GSE65863,
GSE65872,
GSE65886,
GSE65928,
GSE65976,
GSE66014,
GSE66377,
GSE66378,
GSE66379,
GSE66383,
GSE66484,
GSE66504,
GSE66540,
GSE66542,
GSE66608,
GSE66621,
GSE66734,
GSE66735,
GSE66736,
GSE67227,
GSE67446,
GSE67590,
GSE67651,
GSE67674,
GSE67865,
GSE67945,
GSE68102,
GSE68103,
GSE68465,
GSE68468,
GSE68473,
GSE68478,
GSE68489,
GSE68490,
GSE68491,
GSE68492,
GSE68496,
GSE68497,
GSE68506,
GSE68508,
GSE68513,
GSE68525,
GSE68529,
GSE68530,
GSE68541,
GSE68543,
GSE68545,
GSE68546,
GSE68548,
GSE68555,
GSE68571,
GSE68580,
GSE68583,
GSE68584,
GSE68586,
GSE68587,
GSE68593,
GSE68595,
GSE68597,
GSE68600,
GSE68601,
GSE68603,
GSE68605,
GSE68606,
GSE68607,
GSE68608,
GSE68609,
GSE68612,
GSE68619,
GSE68620,
GSE68632,
GSE68634,
GSE68635,
GSE68637,
GSE68638,
GSE68639,
GSE68640,
GSE68641,
GSE68644,
GSE68646,
GSE68649,
GSE68651,
GSE68653,
GSE68654,
GSE68661,
GSE68668,
GSE68675,
GSE21766,
GSE28523,
GSE28527,
GSE28528,
GSE28529,
GSE28531,
GSE28828,
GSE29366,
GSE31170,
GSE37985,
GSE38042,
GSE44103,
GSE45291,
GSE46419,
GSE46521,
GSE46522,
GSE47094,
GSE47209,
GSE48278,
GSE49995,
GSE52285,
GSE53232,
GSE53632,
GSE54096,
GSE54117,
GSE54118,
GSE54119,
